Year,AD,AE,AF,AG,AL,AM,AO,AR,AS,AT,AU,AZ,BA,BB,BD,BE,BF,BG,BH,BI,BJ,BM,BN,BO,BR,BS,BT,BW,BY,BZ,CA,CD,CF,CG,CH,CI,CK,CL,CM,CN,CO,CR,CU,CV,CY,CZ,DE,DJ,DK,DM,DO,DZ,EC,EE,EG,ER,ES,ET,FI,FJ,FM,FR,GA,GB,GD,GE,GH,GL,GM,GN,GQ,GR,GT,GU,GW,GY,HN,HR,HT,HU,ID,IE,IL,IN,IQ,IR,IS,IT,JM,JO,JP,KE,KG,KH,KI,KM,KN,KP,KR,KW,KZ,LA,LB,LC,LK,LR,LS,LT,LU,LV,LY,MA,MC,MD,ME,MG,MH,MK,ML,MM,MN,MP,MR,MT,MU,MV,MW,MX,MY,MZ,,NE,NG,NI,NL,NO,NP,NR,NU,NZ,OM,PA,PE,PG,PH,PK,PL,PR,PS,PT,PW,PY,QA,RO,RS,RU,RW,SA,SB,SC,SD,SE,SG,SI,SK,SL,SM,SN,SO,SR,SS,ST,SV,SY,SZ,TD,TG,TH,TJ,TK,TL,TM,TN,TO,TR,TT,TV,TW,TZ,UA,UG,US,UY,UZ,VC,VE,VI,VN,VU,WS,YE,ZA,ZM,ZW
2000,0.0,0.0,441061.03669718624,0.0,0.0,900.30843460263,4717503.8669273015,440.0416361246251,0.0,0.0,0.0,8767.290030664257,0.0,0.0,1008265.7496814348,0.0,7440579.654192611,0.0,0.0,2857153.5192853888,2769965.343183089,0.0,0.0,107152.53255915928,1903601.116897778,0.0,34964.005733728955,5331.562488793931,0.0,3680.870710910543,0.0,23404982.60934225,1545777.7626220651,1119837.9929805354,0.0,8418060.159696521,0.0,0.0,6119888.999884156,61000.4128031606,370772.8957614624,4538.944883069081,0.0,532.2151868888434,0.0,0.0,0.0,2815.947051938971,0.0,0.0,3333.2417692025083,77.05906531122508,267822.4739839169,0.0,0.0,35067.188899603934,0.0,4039560.211987108,0.0,0.0,0.0,0.0,405227.8708876194,0.0,0.0,1422.355875528996,8259053.770102496,0.0,154178.0139246453,3507511.820943925,203547.2890963587,0.0,190699.397474377,0.0,502800.7350638597,87120.99176373707,91311.19743001132,0.0,158029.87844338294,0.0,1465545.0633748083,0.0,0.0,20539556.06672444,6913.588258893188,33552.46257033401,0.0,0.0,0.0,0.0,0.0,6898912.034592787,68.4220112348058,604766.806235544,0.0,81085.559122972,0.0,452695.5760238597,9993.26950700476,0.0,0.0,216853.917922552,0.0,0.0,553042.7121423915,1236379.6797008682,0.0,0.0,0.0,0.0,0.0,2.9633584482253945,0.0,0.0,0.0,3364154.349750168,0.0,0.0,5121392.102035429,535891.6603777311,0.0,0.0,261603.7766344025,0.0,0.0,0.0,5005519.684086455,20854.841404758103,40541.379379320446,8331439.396277798,142067.1349756803,4002974.8979515946,50695776.88720973,50552.83258299833,0.0,0.0,56554.77111738836,0.0,0.0,0.0,5.99213377870853,2364.308870331399,180246.61265202845,1512088.7532701448,80941.59329338605,3335375.37532746,0.0,0.0,0.0,0.0,0.0,32338.30678171285,0.0,0.0,0.0,0.0,1539953.359569562,4694.10534198158,200005.31409298268,0.0,2839368.556126683,0.0,0.0,0.0,0.0,1997686.7026876807,0.0,2320371.8765393454,1377893.5498327482,34907.95662575762,2548342.7983858627,71672.67957529443,2367.294980762386,5.923401656411295,8817.093153679882,2228951.3395636627,2153419.8371648206,193416.4740572805,199661.98379992068,0.0,27657.50168881336,129.91410326399466,0.0,0.0,11600.925845772645,0.0,0.0,0.0,12017708.370628988,0.0,11940037.55681267,0.0,0.0,635.7292612840089,0.0,66297.0341389976,0.0,240921.4095312427,26779.46348262396,0.0,1122866.246825442,4458.249625181639,3629669.756891058,1915874.4230252511
2001,0.0,0.0,339885.7309708623,0.0,0.0,413.2949488651164,4956722.035984554,215.0147810768359,0.0,0.0,0.0,5734.507265471495,0.0,0.0,965313.1133684866,0.0,7675646.719262074,0.0,0.0,2841836.306423395,2988810.445414085,0.0,0.0,53708.401045062245,1334172.049565325,0.0,34237.144470931664,3640.5549042207786,0.0,2755.9695508812274,0.0,24024533.32517663,1583037.103758793,1143715.3052120823,0.0,8890394.62631613,0.0,0.0,6486897.63265941,47547.95941142786,550973.5087682644,3209.782478264537,0.0,364.40161419225217,0.0,0.0,0.0,2425.6293282173906,0.0,0.0,2741.868576389122,51.6942087067139,273883.4679898956,0.0,0.0,78262.31533235259,0.0,6787772.70405675,0.0,0.0,0.0,0.0,403734.5168209602,0.0,0.0,2204.6941823928723,8208326.442517039,0.0,198244.4609706888,3529440.2355734943,209050.5134074822,0.0,114765.74290077464,0.0,415456.9969596567,86341.14678753771,59047.92054603376,0.0,99083.733824846,0.0,1461765.7236701546,0.0,0.0,20395830.56447869,4647.090753924911,22777.95255366489,0.0,0.0,0.0,0.0,0.0,7864651.836983087,149.27729887053238,346333.37732119363,0.0,107589.4984311336,0.0,917407.1938738404,5840.21283586142,0.0,0.0,103360.6621047996,0.0,0.0,171038.2165412896,1310343.2733378718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3501948.147475247,0.0,0.0,5208055.955214822,710227.8089002655,0.0,0.0,199569.5433247445,0.0,0.0,0.0,5226533.393304434,13923.80717890775,40489.09305219032,8897299.903924001,184682.9140883745,4054111.149274105,51410373.9073934,22619.97918661631,0.0,0.0,66381.37554516866,0.0,0.0,0.0,1.973799811322238,2155.1697998287086,190944.3372342247,1526275.716548188,61627.73788081375,3587978.5861877217,0.0,0.0,0.0,0.0,0.0,10498.393631388975,0.0,0.0,0.0,0.0,1527664.432437417,1602.2472892402063,204150.4435593112,0.0,2707626.565858548,0.0,0.0,0.0,0.0,2075477.429809637,0.0,609304.7892557099,1511110.9066119352,47181.46834721693,2613510.0858713808,86550.97857593004,1114.8144882510887,62.83044901403604,5320.094687899104,2329971.5233128523,2220063.130617206,154035.16057316598,121758.45211993452,0.0,36954.79721263821,40.07459325530671,0.0,0.0,10984.666142474574,0.0,0.0,0.0,12005325.482113907,0.0,12801779.7107484,0.0,0.0,364.227657188397,0.0,50474.1902072281,0.0,213063.0887889549,22004.59247231949,0.0,959968.7196825874,67130.44747386272,3931821.23333373,1553981.93154678
2002,0.0,0.0,1017301.8383849802,0.0,0.0,216.82862552234016,4893658.842565103,125.01450555409964,0.0,0.0,0.0,2681.034418338631,0.0,0.0,1020255.1809962124,0.0,7848891.714963123,0.0,0.0,2804507.642004671,3252326.272146944,0.0,0.0,48867.5315422502,1089754.6432602524,0.0,34086.52162687793,2111.1614403082303,0.0,2564.650308321614,0.0,24649317.48396359,1641871.925286663,1079256.9251374048,0.0,9141928.546399448,0.0,0.0,6676513.275985959,55620.09152017159,474718.5574706464,2392.081443771562,0.0,234.15854569942388,0.0,0.0,0.0,2694.26666810177,0.0,0.0,3126.184188724587,43.60784535018314,235506.7691026392,0.0,0.0,18749.324343944885,0.0,7172118.82572601,0.0,0.0,0.0,0.0,374340.5477204308,0.0,0.0,2035.1019741415955,7929632.492429779,0.0,243797.66887882608,3412298.18882672,216860.53392263164,0.0,104773.471839269,0.0,327460.7923706929,65606.67210375595,41855.277136938974,0.0,136348.12404330028,0.0,1400638.8346757498,0.0,0.0,19283191.61496872,3571.3464172042486,23132.03272515316,0.0,0.0,0.0,0.0,0.0,7483129.428553127,14417.776795704813,303161.70642575296,0.0,113813.70980670344,0.0,133172.24887863462,4102.224807054818,0.0,0.0,76083.47295397552,0.0,0.0,104182.33825389337,1343832.367053174,0.0,0.0,0.0,0.0,0.0,19.041986404900683,0.0,0.0,0.0,3381999.6187364683,0.0,0.0,5180168.624701074,774323.3697717667,0.0,0.0,165406.36875729915,0.0,0.0,0.0,5092915.594486283,13055.477404656063,34578.34306099654,9178683.044556318,131987.2871561645,3932977.804636045,51380590.85864648,17237.00206922519,0.0,0.0,99364.76460784533,0.0,0.0,0.0,5.87721283312033,4848.611600694402,240923.7509145722,1327356.0583492883,73300.02802885846,3384330.870658404,0.0,0.0,0.0,0.0,0.0,10234.663789604634,0.0,0.0,0.0,0.0,1417649.727316423,1209.1900103388268,196683.39138224444,0.0,2161629.970825264,0.0,0.0,0.0,0.0,2147771.6321276464,0.0,628157.3127254072,1449904.6155015738,33625.99349897468,2596465.718754832,93110.46060577816,412.9218635677871,14.954520088381054,3000.478397495279,2104175.201339547,2314003.068147971,103107.50997706852,68206.48653497997,0.0,101511.8078036096,83.91373714373985,0.0,0.0,10391.008786889168,0.0,0.0,0.0,11426818.000666184,0.0,12880268.694107382,0.0,0.0,308.8705741212954,0.0,68085.68224240621,0.0,136664.33931813051,42204.19363436038,0.0,729989.4609126786,39820.21373559415,3860808.90894973,1275850.6113623609
2003,0.0,0.0,983891.664410728,0.0,0.0,114.06125743610986,5171935.897496915,122.01456159042424,0.0,0.0,0.0,1976.2357244228408,0.0,0.0,1246976.1067601317,0.0,7955002.48435757,0.0,0.0,2728097.4982912187,3484521.618819352,0.0,0.0,58987.19939248634,1116215.9622448846,0.0,19919.49028278913,1755.3950310485066,0.0,2337.809121633042,0.0,25532177.12231301,1706601.8792169578,1101312.9267680177,0.0,9346594.040632589,0.0,0.0,7146613.773368898,60714.391901720686,427241.2633727042,1788.7889794993123,0.0,199.7495572182859,0.0,0.0,0.0,15516.720522917332,0.0,0.0,3469.4779751849856,37.25082841440138,147193.74503395366,0.0,0.0,28482.28538340312,0.0,9896562.940545626,0.0,0.0,0.0,0.0,323865.1653871083,0.0,0.0,1077.9318573726046,7685596.171800538,0.0,208689.67948427843,3300738.51294607,230977.6599970959,0.0,83700.65950129423,0.0,243915.6252472799,77742.81690837059,32108.240648329825,0.0,136578.57652526844,0.0,1064165.395043258,0.0,0.0,19905888.87075925,1465.3784970162644,38725.16698658835,0.0,0.0,0.0,0.0,0.0,7203733.61350581,2144.294625935139,404148.5878405368,0.0,96575.1999101134,0.0,113613.69602647168,2637.44609390439,0.0,0.0,68906.43578778474,0.0,0.0,26320.370202886686,1347468.2367435228,0.0,0.0,0.0,0.0,0.0,4.034516248306592,0.0,0.0,0.0,3604217.620245756,0.0,0.0,5360249.039262783,777370.265478771,0.0,0.0,201972.0729697063,0.0,0.0,0.0,4786806.537780586,10670.990207563083,18880.25070714722,9176583.914111672,125799.16704622976,3722007.6179130943,53117478.27476987,15167.449855944682,0.0,0.0,85207.39821242994,0.0,0.0,0.0,5.898724192381915,9672.458709777417,222703.20477353572,1422080.8072426696,97330.5221387163,3220126.2556091603,0.0,0.0,0.0,0.0,0.0,4551.17258218966,0.0,0.0,0.0,0.0,1157280.8357379602,699.5393780638683,177715.03044589097,0.0,2027380.2781076063,0.0,0.0,0.0,0.0,2152245.483237232,0.0,964432.9619233002,1498567.47754539,26097.9101305168,2551217.784299469,76352.60039214662,269.4019952949732,1.9965571751269189,1374.9728763463568,2141380.232326664,2449441.87240886,83752.3026213913,52518.69194649068,0.0,57398.33438291453,26.984131222968635,0.0,0.0,9367.947690325267,0.0,0.0,0.0,11034020.03923858,0.0,12844726.7677895,0.0,0.0,262.8133836770345,0.0,78232.55662474656,0.0,107043.4961803425,50386.07150274798,0.0,606746.8193831474,34805.846174148755,3761067.223550755,1076393.328304813
2004,0.0,0.0,711883.5557422457,0.0,0.0,159.85558828556776,5352716.893953774,115.01684580629276,0.0,0.0,0.0,1331.9623275886472,0.0,0.0,1269580.0299082452,0.0,7879286.243040974,0.0,0.0,2477887.654776998,3746899.358070548,0.0,0.0,45029.28273253891,1147948.284683922,0.0,12233.691555365262,1691.9112759788009,0.0,2362.89710270721,0.0,26639608.71935133,1778327.221453923,1129228.6832837616,0.0,9393077.193797955,0.0,0.0,7565599.536875833,54170.65363067752,327929.5467563379,3080.323733476649,0.0,128.5122668992082,0.0,0.0,0.0,1391.9665158983798,0.0,0.0,5182.661642013712,32.930560012148746,79257.51749404833,0.0,0.0,8597.981478728241,0.0,12246670.519085463,0.0,0.0,0.0,0.0,249519.5534600392,0.0,0.0,927.180497625544,7400398.659354956,0.0,152170.97373216358,3140932.2192127183,251335.18118921155,0.0,78810.26384236041,0.0,168502.62149667085,72002.8219364979,38295.3184750921,0.0,83744.33042357488,0.0,1348393.4017180903,0.0,0.0,22841820.900928345,585.1238487969006,18488.56591773099,0.0,0.0,0.0,0.0,0.0,6313550.732251178,396.86555902494285,301807.9017290189,0.0,44974.88730725437,0.0,81830.17902770231,1841.815614356257,0.0,0.0,56214.98588607274,0.0,0.0,9123.605446212448,1271099.3836878606,0.0,0.0,0.0,0.0,0.0,1.0261826178113866,0.0,0.0,0.0,3888603.505257865,0.0,0.0,5482157.324327343,640872.355481756,0.0,0.0,132374.02598255026,0.0,0.0,0.0,4564993.404934837,10038.313062572412,17425.630125804633,8872212.751759296,170864.51470946323,3914243.227584764,56024733.47032149,15043.005374612863,0.0,0.0,40718.74791397065,0.0,0.0,0.0,0.0,10662.910321649882,213697.76128041768,1793894.2457524226,90753.8313481168,2508341.557701069,0.0,0.0,0.0,0.0,0.0,2112.4176221579555,0.0,0.0,0.0,0.0,763565.5873200193,305.1459117083608,169077.39206452807,0.0,1872644.77508719,0.0,0.0,0.0,0.0,2187734.933388807,0.0,824632.2881675035,1480001.7630938438,19636.99943899573,2486763.561140561,81480.57157286462,302.71032228399,1.003409296488311,2621.9412611697608,2176353.977565434,2588461.590812557,57181.99070570104,37175.61870036269,0.0,206051.46618285257,11.05700898618668,0.0,0.0,5384.134105055582,0.0,0.0,0.0,10511405.457241552,0.0,12437265.841046125,0.0,0.0,218.0726335539273,0.0,101952.3037366952,0.0,67778.902268195,48635.0673148091,0.0,480894.96041906544,34061.216136471856,3358369.3677067915,954570.4039934943
2005,0.0,0.0,503080.9498067527,0.0,0.0,19.899099831154544,5627424.496200866,252.0330362536196,0.0,0.0,0.0,669.2561136457085,0.0,0.0,810341.8082029661,0.0,7682520.713480987,0.0,0.0,2335510.082561983,3916549.071550755,0.0,0.0,60087.79360442248,1261667.9410499835,0.0,7766.01856690784,862.7243341484927,0.0,3401.9238454588817,0.0,27392593.161315706,1818763.236728833,1097089.6171503465,0.0,8772185.062904248,0.0,0.0,7722720.418366024,41700.14967959916,266971.6183750467,7949.909083168852,0.0,191.9367169157603,0.0,0.0,0.0,2512.902444379807,0.0,0.0,7411.328330273991,30.074754110025587,45543.7144613741,0.0,0.0,15663.246182187107,0.0,9604069.18209499,0.0,0.0,0.0,0.0,199736.4684986158,0.0,0.0,495.983441958061,7183501.315431137,0.0,124422.8006809488,3018143.7474801266,273905.0281484872,0.0,104870.39571082885,0.0,132816.0798158527,88330.44105623994,34849.05572088736,0.0,151577.15708165366,0.0,1314328.4625024498,0.0,0.0,24384801.41347356,47.70687087536016,32231.485505189965,0.0,0.0,0.0,0.0,0.0,5014549.905380498,828.8435618327079,215947.1459266841,0.0,24890.051879004663,0.0,30816.01748858762,2687.244165137519,0.0,0.0,43813.49802331165,0.0,0.0,3902.4667475315287,1246610.8817025656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4158691.138570848,0.0,0.0,5652130.399429148,631708.3030365263,0.0,0.0,121629.66196031102,0.0,0.0,0.0,4638386.3548528,8318.495354325742,14590.880406493532,8432626.161710026,99894.78729620898,4168728.7643516464,58731460.84037911,14312.881979330035,0.0,0.0,41570.32882842607,0.0,0.0,0.0,0.0,7414.799811496596,230932.00148379823,1573129.9332259374,84765.47680425833,3078544.1819816614,0.0,0.0,0.0,0.0,0.0,997.023387704079,0.0,0.0,0.0,0.0,534987.4527971735,202.09434802648224,154117.1384160373,0.0,1884182.6778733048,0.0,0.0,0.0,0.0,2206845.404812616,0.0,853699.8065185918,1667605.5527454698,20463.951773806923,2475344.238979457,30072.52517205386,184.52335680817453,0.0,1600.8121542139702,2283589.776428264,2627896.092016204,61217.60569214948,215847.55353756133,0.0,137598.2960768404,1.2368606892179066,0.0,0.0,2115.70033060797,0.0,0.0,0.0,9871208.602091683,0.0,12239096.857625222,0.0,0.0,300.15677990927844,0.0,99688.84530117612,0.0,51516.42336754572,30124.714036734887,0.0,436760.1728890678,19702.768971149104,2992396.657476528,836226.758979757
2006,0.0,0.0,395266.10846811294,0.0,0.0,0.0,5582973.566215864,212.01931384693395,0.0,0.0,0.0,332.8680318990076,0.0,0.0,432314.25279754086,0.0,7660650.611288494,0.0,0.0,2195620.4609264783,4041715.561854299,0.0,0.0,52701.71330734073,1066437.4464902575,0.0,7484.180602056293,1735.1992499367,0.0,1842.5846764847813,0.0,27851895.18184753,1851574.737096855,1052227.6134680803,0.0,8584250.320385817,0.0,0.0,7732833.011902884,68091.56241861754,255406.00370791176,6793.178269452023,0.0,215.0835907206216,0.0,0.0,0.0,7185.834578919056,0.0,0.0,6690.692403260811,28.430827206491166,24792.40685139915,0.0,0.0,9116.77330665989,0.0,9551056.40516211,0.0,0.0,0.0,0.0,186108.52720748456,0.0,0.0,156.83375872825965,7188197.264490786,0.0,155677.3447010923,3024271.758255224,287408.9628002757,0.0,77177.95163241164,0.0,112202.6457490658,49853.20186201522,25304.11425863096,0.0,222361.4980649704,0.0,1338489.31396156,0.0,0.0,19616833.16039193,24.90890560009086,29541.920221308308,0.0,0.0,0.0,0.0,0.0,3887329.4649090096,316.34981138946097,295472.91477448965,0.0,62465.3981569205,0.0,34705.00037225069,3844.538229430537,0.0,0.0,50241.70534987947,0.0,0.0,1388.083186095647,1271872.7880814876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4113390.924306466,0.0,0.0,5732469.058868373,714802.7207191197,0.0,0.0,21807.69725661545,0.0,0.0,0.0,4555976.875554965,7052.373026052881,13401.32392536095,8253190.384217884,90504.01456970986,4288206.751321548,61066931.56289996,6917.660942318933,0.0,0.0,40905.72306962304,0.0,0.0,0.0,0.0,3497.613490469302,144799.79108430137,1648864.9191655957,96224.94584923642,3120061.7336238283,0.0,0.0,0.0,0.0,0.0,1872.242357353295,0.0,0.0,0.0,0.0,422032.5331969402,269.7665195249166,149854.00735549352,0.0,1860666.9981728976,0.0,0.0,0.0,0.0,2224335.847717358,0.0,1042838.4525323202,1539764.3667621366,7589.887831138591,2477729.710904085,8060.457075327894,139.2967730785384,0.0,1161.844930620536,2380464.1070926995,2594444.528222681,61335.76991009189,175598.95250670184,0.0,147998.57509350378,1.207666041135715,0.0,0.0,777.7798550207505,0.0,0.0,0.0,9138472.60108507,0.0,12333434.183642851,0.0,0.0,186.8189401307501,0.0,81324.08908305422,0.0,56706.1419738298,26447.090077862507,0.0,468317.9938130408,29565.05902302168,2645974.647180851,941251.4360692608
2007,0.0,0.0,381745.38822110754,0.0,0.0,0.0,5274101.734186332,387.0740247599117,0.0,0.0,0.0,109.34657122869416,0.0,0.0,466642.3350043072,0.0,8020121.257354544,0.0,0.0,1924978.204660143,4141086.345347647,0.0,0.0,42549.72110564577,862291.7732258966,0.0,3036.2453063547737,1557.9126059629098,0.0,1756.3640520329352,0.0,28320566.735176124,1865441.7720419224,995150.6798866626,0.0,8791218.941000191,0.0,0.0,7609019.483143931,55013.5896221,263797.5294636879,3014.361632127064,0.0,46.4378750382682,0.0,0.0,0.0,1300.9964972632476,0.0,0.0,4831.991759737776,32.8162705097972,22266.093170413704,0.0,0.0,20424.885420115774,0.0,8810814.927514063,0.0,0.0,0.0,0.0,182338.2361064307,0.0,0.0,24.157078795966765,7441250.109053018,0.0,159751.7126239736,3162838.46284704,298296.3729571293,0.0,38404.828899452994,0.0,113836.54627042398,26449.51658369612,21766.8977053624,0.0,193578.4380454116,0.0,1209254.4081395392,0.0,0.0,18447108.73784379,4.023357776483692,29068.81028694953,0.0,0.0,0.0,0.0,0.0,3058082.263623874,95.80963049454344,158005.82335018856,0.0,23712.247158287537,0.0,13014.151872445284,4223.62036342799,0.0,0.0,47192.3886197605,0.0,0.0,477.54966961268354,1326459.3929134228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3459514.916077132,0.0,0.0,5799062.294958116,896262.5947682956,0.0,0.0,113296.60031771276,0.0,0.0,0.0,4644982.489820468,6613.836022447153,11258.633085999068,8197773.80926689,36520.98882558683,4572477.22301838,63374987.75766405,2999.739176837726,0.0,0.0,44590.40687443475,0.0,0.0,0.0,4.081167278729924,2601.170535106316,107189.19422052676,1442672.963009307,100425.38485969532,3106204.661221345,0.0,0.0,0.0,0.0,0.0,2875.7057214601623,0.0,0.0,0.0,0.0,405248.4985041688,466.604604372171,147248.05666764555,0.0,1689717.4378041786,0.0,0.0,0.0,0.0,2344963.27751845,0.0,929560.0921497096,1371850.8834059783,3851.8360553492057,2482963.531525061,3644.7953685632456,105.8405149655153,0.0,2021.692580463819,2440777.733993322,2498671.062134675,63744.64349927782,159009.0491982686,0.0,137966.26699623602,0.0,0.0,0.0,332.941019913068,0.0,0.0,0.0,8194394.655937094,0.0,12397557.290839344,0.0,0.0,230.12770796276067,0.0,84531.99327193176,0.0,42181.699911406125,15930.922133651731,0.0,530017.0846690718,15159.724634570632,2378408.432489817,2135362.9416838405
2008,0.0,0.0,316358.97996612283,0.0,0.0,0.0,4660257.390242416,130.05817932850923,0.0,0.0,0.0,72.25035547883934,0.0,0.0,699720.236135972,0.0,8744771.889848802,0.0,0.0,1726184.467054643,4124762.41081993,0.0,0.0,25731.78526760988,600425.0425603958,0.0,1195.277262098888,2812.559728498008,0.0,1094.2053219010106,0.0,27954587.940307964,1876160.347739864,920208.9360328604,0.0,9309067.837696966,0.0,0.0,7187755.853928701,30436.36920131222,167352.51594783587,2145.857833974377,0.0,88.3129182092957,0.0,0.0,0.0,672.6392227188207,0.0,0.0,3229.112711154673,3.972627907455886,12319.037521734948,0.0,0.0,11333.659913173084,0.0,6980730.379970069,0.0,0.0,0.0,0.0,220486.2925738086,0.0,0.0,6.042374246371766,8085805.676850148,0.0,234565.2326355884,3471330.915947939,291461.08806598675,0.0,17328.499518110548,0.0,135133.8192902561,26350.16504249733,16788.310970707094,0.0,234371.2479501971,0.0,963925.7806941144,0.0,0.0,20089182.872265145,3.846835465833181,17329.66879438142,0.0,0.0,0.0,0.0,0.0,2626659.461310701,17.968639447623808,144363.20217822195,0.0,19837.06607674634,0.0,43405.35907686508,1051.6148875804363,0.0,0.0,49708.14656574283,0.0,0.0,1523.4361521212886,1391510.4468184875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2700044.8864838127,0.0,0.0,5938590.668111134,1094993.3482860306,0.0,0.0,173446.4829441995,0.0,0.0,0.0,5020029.640737903,6276.817462191758,13564.731092208976,8298854.99672165,12119.50140572865,5300386.96384255,65654742.78835844,1669.9560025319863,0.0,0.0,32660.14083655617,0.0,0.0,0.0,8.105131656900452,1475.2412021324355,103583.73666261716,1471337.3762803625,67844.12986399392,2871503.588124716,0.0,0.0,0.0,0.0,0.0,685.8748806228725,0.0,0.0,0.0,0.0,513787.2401867007,60.95269487347449,119318.93152914752,0.0,1449441.97793495,0.0,0.0,0.0,0.0,2600569.963639217,0.0,868537.872773148,880504.3930644554,5711.17340714934,2523281.7656659097,9316.530483798604,85.84297423472889,0.0,1850.839067578524,2528472.0224880097,2242766.646892799,54160.158349900885,157891.2492221445,0.0,157372.26302540832,0.0,0.0,0.0,166.7990521847823,0.0,0.0,0.0,7314640.07648384,0.0,12778308.455000635,0.0,0.0,7.617917924678749,0.0,65676.19122975144,0.0,27975.542950678915,12589.616599182244,0.0,370388.9390689091,17654.92093451755,2196496.6347381403,1367379.3272964123
2009,0.0,0.0,233742.63928702052,0.0,0.0,0.0,4089606.292905614,86.01550100946702,0.0,0.0,0.0,78.2695630621412,0.0,0.0,483752.9534463668,0.0,9314078.747551348,0.0,0.0,1558388.4631611714,3994027.418935856,0.0,0.0,28738.648092392417,573166.0211550138,0.0,3519.3230232772567,3180.3912552016927,0.0,510.2171188220625,0.0,26527554.70918441,1863392.7988401973,884889.8834789135,0.0,9808089.134094208,0.0,0.0,6553016.039375445,16376.747283325689,160742.02965369986,591.669893012766,0.0,163.91125132276156,0.0,0.0,0.0,6723.350303926419,0.0,0.0,2862.939930592357,3.977846108857421,9908.311625270886,0.0,0.0,15531.272348488072,0.0,8835274.959778856,0.0,0.0,0.0,0.0,289229.67156473955,0.0,0.0,1.1354224777649051,8904478.36008264,0.0,248893.520450858,3857289.054621828,277117.0784073837,0.0,17737.75356105584,0.0,167181.49524759446,29232.981958401168,18522.58341205417,0.0,285627.0129333212,0.0,1372969.0542481844,0.0,0.0,20509911.249261547,0.0,4471.959321630793,0.0,0.0,0.0,0.0,0.0,2556075.533544587,4.014252287193816,213667.5898381573,0.0,58222.53786320301,0.0,37573.65382429065,1308.615174011558,0.0,0.0,37919.13596214951,0.0,0.0,1250.3838668074602,1382958.00854868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2238074.2190876747,0.0,0.0,6078283.108260981,1057383.799837555,0.0,0.0,80246.70474142914,0.0,0.0,0.0,5356023.196190803,7083.3282484982565,8604.275845282637,8432863.736397997,5596.936156506037,5910836.307815834,65730162.06846787,1329.0579439583469,0.0,0.0,25395.99167475868,0.0,0.0,0.0,0.0,1580.6527920165836,90596.56185173515,1746574.313569248,54647.41407345136,3742213.0904407953,0.0,0.0,0.0,0.0,0.0,171.68931977506554,0.0,0.0,0.0,0.0,647844.6723788521,57.68170564197841,94208.68000200948,0.0,1339089.0165693136,0.0,0.0,0.0,0.0,2829820.4495491465,0.0,641191.4306896307,560034.7224348582,4859.930687735761,2556656.219670468,9212.005162699268,55.6932096020838,0.0,2037.8926172664,2700620.402792769,1990859.67581852,57135.801794834326,163.85329174010113,0.0,119579.50528863496,0.0,0.0,0.0,37.32712193525851,0.0,0.0,0.0,6707430.842721865,0.0,13170816.370972443,0.0,0.0,0.0,0.0,72527.14756343442,0.0,38055.13787852638,14231.89156374531,0.0,426624.8572545006,13395.205338323743,2180258.486188937,1605676.408995449
